count_point_id,direction_of_travel,year,count_date,hour,region_id,region_name,local_authority_id,local_authority_name,road_name,road_type,start_junction_road_name,end_junction_road_name,easting,northing,latitude,longitude,link_length_km,link_length_miles,pedal_cycles,two_wheeled_motor_vehicles,cars_and_taxis,buses_and_coaches,lgvs,hgvs_2_rigid_axle,hgvs_3_rigid_axle,hgvs_3_or_4_articulated_axle,hgvs_4_or_more_rigid_axle,hgvs_5_articulated_axle,hgvs_6_articulated_axle,all_hgvs,all_motor_vehicles
931907,N,2019,2019/6/17,18,3,Scotland,29,City of Edinburgh,U,Minor,,,318480,675750,55.967806,-3.30758,,,8,2,290,5,20,0,0,0,0,0,0,0,317
967493,N,2019,2019/6/3,17,3,Scotland,46,Moray,B9009,Minor,,,321837,829794,57.351908,-3.3006183,,,0,0,16,0,6,1,0,0,0,0,0,1,23
931911,S,2019,2019/4/30,13,3,Scotland,3,Glasgow City,U,Minor,,,258330,665740,55.863955,-4.2653026,,,1,0,84,3,9,2,0,0,0,0,0,2,98
982114,S,2019,2019/9/9,18,3,Scotland,3,Glasgow City,U,Minor,,,256985,667916,55.883093,-4.2879241,,,5,1,109,0,7,0,1,0,0,0,0,1,118
931918,E,2019,2019/9/13,18,3,Scotland,37,South Lanarkshire,C,Minor,,,261790,652180,55.743214,-4.2031725,,,0,6,904,9,54,0,0,0,0,0,0,0,973
990380,S,2019,2019/4/1,8,3,Scotland,52,Angus,C,Minor,,,370662,755917,56.694051,-2.4806236,,,0,0,6,0,1,0,0,0,0,0,0,0,7
931878,N,2019,2019/6/18,15,3,Scotland,41,North Ayrshire,U,Minor,,,228540,649150,55.705388,-4.730316,,,0,0,24,4,6,0,0,0,0,0,0,0,34
931920,E,2019,2019/9/18,12,3,Scotland,42,Stirling,U,Minor,,,255793,688720,56.069503,-4.3181125,,,0,0,6,0,5,0,0,0,0,0,0,0,11
983161,S,2019,2019/9/23,12,3,Scotland,45,Aberdeenshire,B993,Minor,,,362208,799896,57.088499,-2.6252123,,,0,1,56,0,14,0,3,0,1,0,0,4,75
1153,W,2019,2019/10/4,13,3,Scotland,30,Falkirk,A905,Major,M9,M9 slip,292310,680000,56.000814,-3.7283539,1.1,0.68,0,0,428,1,89,14,11,0,7,27,16,75,593
50853,E,2019,2019/9/30,13,3,Scotland,54,Orkney Islands,A966,Major,road to Mount Misery,A967,324803,1027796,59.130306,-3.3155866,1,0.62,3,0,8,0,2,0,0,0,0,0,0,0,10
983081,N,2019,2019/9/25,16,3,Scotland,45,Aberdeenshire,B9170,Minor,,,388127,846017,57.504196,-2.1997826,,,0,0,58,0,25,1,0,0,0,1,0,2,85
930184,N,2019,2019/9/30,18,3,Scotland,42,Stirling,B8034,Minor,,,259660,697640,56.150733,-4.2607407,,,0,0,10,0,5,0,0,0,0,0,0,0,15
951160,N,2019,2019/5/16,17,3,Scotland,37,South Lanarkshire,U,Minor,,,262310,655240,55.770836,-4.1964404,,,0,0,13,0,1,0,0,0,0,0,0,0,14
931831,N,2019,2019/3/27,7,3,Scotland,51,Aberdeen City,U,Minor,,,387230,812980,57.207411,-2.213023,,,4,3,390,0,57,12,1,0,5,5,1,24,474
940487,S,2019,2019/9/9,16,3,Scotland,37,South Lanarkshire,B783,Minor,,,263170,655068,55.769536,-4.1826563,,,1,3,470,3,68,13,3,0,5,4,3,28,572
967516,N,2019,2019/9/13,7,3,Scotland,51,Aberdeen City,U,Minor,,,392917,810726,57.187289,-2.1188201,,,2,1,41,0,6,0,0,0,0,0,0,0,48
931837,E,2019,2019/9/11,15,3,Scotland,45,Aberdeenshire,U,Minor,,,368210,864020,57.664934,-2.5344998,,,0,0,19,0,1,0,0,0,0,0,0,0,20
91024,N,2019,2019/10/10,7,3,Scotland,45,Aberdeenshire,A947,Major,LA Boundary with Aberdeenshire and Aberdeen City,"Junction near Goval Belt, Aberdeenshire",389230,814700,57.222914,-2.1799921,1.3,0.81,0,0,143,2,35,7,1,1,9,1,6,25,205
967547,E,2019,2019/6/20,10,3,Scotland,29,City of Edinburgh,C,Minor,,,320517,676996,55.97934,-3.2753234,,,2,1,40,0,11,0,1,0,0,0,0,1,53
50781,S,2019,2019/6/7,16,3,Scotland,37,South Lanarkshire,A72,Major,A71,B7086 Lanark Road,280844,649383,55.723163,-3.8986354,8.6,5.34,0,1,191,2,38,4,1,0,0,0,0,5,237
90106,N,2019,2019/6/18,15,3,Scotland,4,North Lanarkshire,A725,Major,M8,A8,273308,662493,55.83897,-4.0246316,0.4,0.25,0,4,756,3,208,39,2,7,8,4,36,96,1067
990780,N,2019,2019/5/13,11,3,Scotland,36,Midlothian,U,Minor,,,331570,664570,55.869421,-3.0950814,,,0,0,24,0,5,0,0,0,0,0,0,0,29
80529,S,2019,2019/9/25,9,3,Scotland,41,North Ayrshire,A736,Major,Cairnmount Rd,B785,234260,642000,55.643201,-4.6350731,0.9,0.56,1,0,90,2,29,1,2,1,0,1,3,8,129
931858,W,2019,2019/5/20,11,3,Scotland,30,Falkirk,U,Minor,,,286320,680360,56.002663,-3.8245007,,,1,0,92,2,9,1,1,0,0,0,0,2,105
80537,S,2019,2019/6/17,17,3,Scotland,39,East Ayrshire,M77,Major,M77 Slip Lane,M77 Slip Lane,246211,643753,55.662867,-4.446362,0.7,0.43,0,2,1734,11,305,11,4,0,4,6,27,52,2104
1094,S,2019,2019/6/10,10,3,Scotland,3,Glasgow City,A739,Major,A814,A82,254600,668000,55.883133,-4.3260627,2.3,1.43,7,3,1092,3,211,13,10,3,7,2,4,39,1348
90001,W,2019,2019/3/22,18,3,Scotland,29,City of Edinburgh,A904,Major,M90,A9000,311985,677744,55.984568,-3.4122524,1.4,0.87,0,0,350,9,46,1,0,0,0,0,1,2,407
931875,E,2019,2019/3/29,14,3,Scotland,35,Highland,U,Minor,,,271240,844660,57.473857,-4.1487425,,,1,1,330,4,41,3,1,0,0,0,0,4,380
930187,W,2019,2019/6/7,18,3,Scotland,32,Fife,B940,Minor,,,338254,714553,56.319331,-2.9998609,,,1,1,117,0,7,0,0,0,0,0,0,0,125
931887,N,2019,2019/5/13,12,3,Scotland,4,North Lanarkshire,U,Minor,,,271851,663733,55.849719,-4.0484666,,,0,0,190,4,27,3,0,0,0,0,1,4,225
41011,E,2019,2019/5/1,10,3,Scotland,30,Falkirk,A993,Major,A904,A706,299000,680800,56.009455,-3.6214328,1.4,0.87,0,0,155,2,28,2,0,0,4,1,3,10,195
80087,W,2019,2019/9/19,8,3,Scotland,32,Fife,A92,Major,A910,B9130,327701,695177,56.143792,-3.1651413,4.5,2.8,0,2,957,13,293,27,12,2,4,12,15,72,1337
930191,S,2019,2019/5/17,9,3,Scotland,38,Dumfries & Galloway,B6357,Minor,,,328941,571661,55.034368,-3.113319,,,0,1,33,2,11,2,2,0,4,0,0,8,55
80379,W,2019,2019/9/18,15,3,Scotland,46,Moray,A96,Major,B9011,"Morriston Rd, Elgin",306600,860000,57.620263,-3.5653045,15.9,9.88,0,1,349,3,64,9,6,1,2,5,18,41,458
990382,W,2019,2019/10/8,7,3,Scotland,53,Comhairle nan Eilean Siar,C,Minor,,,151356,932990,58.215295,-6.2352338,,,0,0,24,0,7,0,0,0,0,0,0,0,31
10933,S,2019,2019/5/10,12,3,Scotland,35,Highland,A833,Major,A831,A862,251370,841670,57.440947,-4.4779301,18.2,11.31,0,2,70,2,8,0,0,1,1,1,0,3,85
967548,N,2019,2019/10/8,11,3,Scotland,29,City of Edinburgh,C,Minor,,,322393,674562,55.957784,-3.2445656,,,4,0,203,0,34,3,0,0,0,0,0,3,240
931839,W,2019,2019/5/21,14,3,Scotland,45,Aberdeenshire,U,Minor,,,404710,837180,57.424952,-1.9232224,,,2,0,23,0,1,0,0,0,0,0,0,0,24
931866,E,2019,2019/6/19,9,3,Scotland,29,City of Edinburgh,U,Minor,,,322420,676650,55.976544,-3.2447355,,,5,4,386,25,73,8,1,0,0,0,2,11,499
931880,E,2019,2019/9/12,18,3,Scotland,27,West Lothian,U,Minor,,,302849,669064,55.904845,-3.5554939,,,1,2,333,11,31,1,0,0,0,0,0,1,378
967594,W,2019,2019/6/20,9,3,Scotland,39,East Ayrshire,B751,Minor,,,241253,641253,55.63883,-4.5236506,,,1,0,38,0,12,0,0,0,0,0,0,0,50
20877,E,2019,2019/4/5,8,3,Scotland,38,Dumfries & Galloway,A702,Major,A713,B7075,263259,581354,55.107676,-4.1450199,2.7,1.68,0,0,3,0,2,1,0,0,0,0,0,1,6
996175,E,2019,2019/9/16,8,3,Scotland,4,North Lanarkshire,C,Minor,,,270979,671603,55.920152,-4.0661371,,,1,1,226,4,21,5,2,0,7,1,0,15,267
967472,W,2019,2019/3/27,17,3,Scotland,32,Fife,U,Minor,,,311068,685922,56.057853,-3.4296569,,,1,0,48,2,4,0,0,0,0,0,0,0,54
930179,W,2019,2019/5/15,8,3,Scotland,4,North Lanarkshire,B7070,Minor,,,272790,659590,55.812767,-4.0315378,,,2,1,329,3,73,2,1,2,0,0,1,6,412
931886,W,2019,2019/9/25,18,3,Scotland,4,North Lanarkshire,U,Minor,,,274700,676030,55.960887,-4.0086935,,,2,0,405,2,25,0,0,0,0,0,0,0,432
90025,N,2019,2019/4/1,11,3,Scotland,35,Highland,A9,Major,A8082,A96,268881,845166,57.477723,-4.1883183,1,0.62,0,4,694,9,210,18,8,0,13,9,21,69,986
80563,N,2019,2019/6/3,13,3,Scotland,39,East Ayrshire,M77,Major,A77,M77,249226,647101,55.693869,-4.4003208,0.5,0.31,0,0,44,0,14,3,0,0,0,0,0,3,61
931854,E,2019,2019/5/8,18,3,Scotland,206,East Renfrewshire,C,Minor,,,256450,657170,55.786459,-4.2907875,,,0,0,236,3,21,0,0,0,0,0,0,0,260
91031,S,2019,2019/10/4,15,3,Scotland,51,Aberdeen City,A90,Major,"Junction A96 and A90 (south of Balancing Pond, Aberdeen City)","Roundabout connecting A944 and A90 (South West of Kingswells, Aberdeen City)",387013,809830,57.179109,-2.2164493,6.4,3.98,0,9,1086,6,251,34,8,0,15,16,35,108,1460
931879,E,2019,2019/9/10,16,3,Scotland,27,West Lothian,U,Minor,,,306800,672430,55.93586,-3.4934852,,,3,0,31,0,6,0,0,0,0,0,0,0,37
50773,W,2019,2019/10/11,12,3,Scotland,39,East Ayrshire,A735,Major,B7038 Armour Street,A759,242900,637600,55.606574,-4.4954264,0.4,0.25,0,2,802,26,94,3,0,0,0,0,0,3,927
83025,E,2019,2019/9/16,18,3,Scotland,30,Falkirk,M876,Major,M876/A88 Junction,M876/A9 Junction,284724,683679,56.032087,-3.8515045,1.2,0.75,0,3,1175,3,111,9,5,7,1,27,7,56,1348
981036,W,2019,2019/3/21,15,3,Scotland,37,South Lanarkshire,U,Minor,,,265048,653885,55.759442,-4.1521591,,,0,1,41,0,4,0,0,0,0,0,0,0,46
967606,E,2019,2019/9/16,10,3,Scotland,3,Glasgow City,U,Minor,,,255775,664825,55.854982,-4.305605,,,1,0,31,0,17,2,2,0,0,0,0,4,52
979123,N,2019,2019/9/16,7,3,Scotland,38,Dumfries & Galloway,C,Minor,,,315017,565972,54.981072,-3.3294209,,,2,0,18,0,5,0,0,0,0,0,0,0,23
931849,E,2019,2019/9/25,11,3,Scotland,47,Dundee City,U,Minor,,,343600,733670,56.491725,-2.9175674,,,0,0,67,3,20,2,1,0,0,0,0,3,93
931847,W,2019,2019/6/3,9,3,Scotland,47,Dundee City,U,Minor,,,335870,731550,56.471691,-3.0425621,,,0,2,261,8,33,1,0,0,1,0,0,2,306
80241,S,2019,2019/9/27,16,3,Scotland,44,Argyll & Bute,A8003,Major,B8000 Tighnabruaich,A886,200315,679870,55.970177,-5.2013729,11,6.84,0,1,44,1,2,0,0,0,0,0,0,0,48
931834,N,2019,2019/6/24,7,3,Scotland,51,Aberdeen City,C,Minor,,,386401,807841,57.161224,-2.2264626,,,1,0,262,0,30,2,0,0,0,0,1,3,295
953747,E,2019,2019/9/18,9,3,Scotland,44,Argyll & Bute,C,Minor,,,174009,619121,55.413758,-5.5719419,,,2,0,4,0,1,0,1,0,0,0,0,1,6
930186,N,2019,2019/5/17,7,3,Scotland,31,Perth & Kinross,B827,Minor,,,277425,720231,56.358475,-3.9854485,,,0,0,15,0,2,1,0,0,0,0,0,1,18
90010,E,2019,2019/4/26,8,3,Scotland,27,West Lothian,A904,Major,B8046,LA Boundary,309523,677924,55.985727,-3.451759,6.6,4.1,0,3,643,1,143,13,6,0,8,4,8,39,829
996605,W,2019,2019/10/2,7,3,Scotland,45,Aberdeenshire,B993,Minor,,,374130,816349,57.237119,-2.4302171,,,0,0,85,2,36,1,0,0,1,0,1,3,126
979038,N,2019,2019/9/9,13,3,Scotland,45,Aberdeenshire,B9088,Minor,,,366351,864321,57.667502,-2.5656992,,,0,0,63,0,9,0,0,0,0,0,0,0,72
1201,N,2019,2019/6/5,9,3,Scotland,33,Scottish Borders,A6105,Major,A697,A6112,373140,649403,55.737268,-2.4293287,12,7.46,0,0,52,1,19,2,2,0,1,1,1,7,79
931882,N,2019,2019/9/9,17,3,Scotland,27,West Lothian,U,Minor,,,293290,668740,55.89991,-3.7081881,,,4,0,133,5,20,0,0,0,0,0,0,0,158
931855,E,2019,2019/6/24,10,3,Scotland,206,East Renfrewshire,U,Minor,,,252650,656230,55.776877,-4.3508218,,,0,0,162,2,24,3,0,0,0,0,0,3,191
931905,W,2019,2019/9/17,9,3,Scotland,43,West Dunbartonshire,U,Minor,,,249116,671216,55.910315,-4.4154428,,,1,0,70,3,15,1,3,0,0,0,0,4,92
931857,E,2019,2019/10/2,17,3,Scotland,30,Falkirk,U,Minor,,,293550,680450,56.005132,-3.7086593,,,1,0,265,0,28,1,0,0,0,0,0,1,294
80265,W,2019,2019/3/27,10,3,Scotland,40,South Ayrshire,A759,Major,A78,LA Boundary,235894,634974,55.580691,-4.604953,6.3,3.91,0,0,153,3,41,2,2,3,5,0,3,15,212
982062,S,2019,2019/5/17,15,3,Scotland,33,Scottish Borders,B6399,Minor,,,350100,614000,55.417361,-2.7898117,,,1,1,53,1,2,2,0,0,0,0,0,2,59
951140,E,2019,2019/3/22,17,3,Scotland,49,East Dunbartonshire,U,Minor,,,255203,674012,55.937287,-4.3196532,,,0,0,133,0,3,0,0,0,0,0,0,0,136
930194,W,2019,2019/9/18,16,3,Scotland,45,Aberdeenshire,B9119,Minor,,,367870,806600,57.14915,-2.5326566,,,0,0,50,0,13,0,1,0,1,0,0,2,65
950496,S,2019,2019/6/20,8,3,Scotland,50,Clackmannanshire,B9096,Minor,,,287410,694330,56.128373,-3.8129122,,,1,1,305,11,41,2,2,0,1,1,1,7,365
931889,W,2019,2019/6/5,14,3,Scotland,4,North Lanarkshire,U,Minor,,,277320,659300,55.811335,-3.9591673,,,0,0,219,0,30,1,2,0,0,0,0,3,252
950499,N,2019,2019/5/16,10,3,Scotland,37,South Lanarkshire,B7016,Minor,,,296699,647085,55.706165,-3.6454675,,,0,1,26,0,7,1,1,0,0,0,0,2,36
940407,E,2019,2019/10/1,15,3,Scotland,35,Highland,B9169,Minor,,,261150,859830,57.607032,-4.3255033,,,0,0,53,0,7,0,0,2,0,3,0,5,65
951079,E,2019,2019/9/18,18,3,Scotland,32,Fife,U,Minor,,,331496,705438,56.236525,-3.1067298,,,0,0,19,0,5,0,0,0,0,1,0,1,25
91036,N,2019,2019/10/10,10,3,Scotland,45,Aberdeenshire,A90,Major,"Roundabout connecting A90 and A956 (South of Cleanhil Wood, Aberdeenshire)","Roundabout with B979 and A90 (near New Mains of Ury Cottages, Aberdeenshire)",387347,794481,57.041239,-2.2101419,11.7,7.27,0,1,197,0,109,11,1,1,5,7,25,50,357
40929,S,2019,2019/4/4,13,3,Scotland,32,Fife,A823,Major,B9155 Broomhead Drive,A907,309140,687770,56.074088,-3.4612335,0.6,0.37,0,0,117,5,32,1,2,0,1,1,1,6,160
996729,S,2019,2019/9/5,14,3,Scotland,33,Scottish Borders,B6355,Minor,,,390611,657987,55.815053,-2.1513935,,,0,0,53,0,7,0,3,0,0,0,0,3,63
74451,W,2019,2019/10/7,17,3,Scotland,28,Renfrewshire,M8,Major,A8T,A8P,240185,673000,55.923445,-4.5592222,0.4,0.25,0,1,1550,18,151,4,0,0,4,3,2,13,1733
996188,N,2019,2019/5/23,10,3,Scotland,31,Perth & Kinross,C,Minor,,,276071,747811,56.605747,-4.0204689,,,2,0,13,0,8,1,0,0,0,0,0,1,22
950546,W,2019,2019/6/11,14,3,Scotland,38,Dumfries & Galloway,B725,Minor,,,311132,573779,55.050528,-3.3925351,,,0,0,17,1,2,0,0,0,0,0,0,0,20
967541,S,2019,2019/3/19,8,3,Scotland,36,Midlothian,U,Minor,,,330318,669712,55.915432,-3.1164099,,,2,3,363,2,44,10,1,0,2,0,0,13,425
967610,W,2019,2019/9/23,9,3,Scotland,37,South Lanarkshire,U,Minor,,,261841,659793,55.811581,-4.206221,,,0,0,21,1,6,0,0,0,0,0,0,0,28
979012,E,2019,2019/9/9,9,3,Scotland,38,Dumfries & Galloway,B733,Minor,,,236224,557641,54.886606,-4.5548019,,,0,0,13,0,5,2,0,0,0,0,0,2,20
80025,E,2019,2019/6/27,13,3,Scotland,45,Aberdeenshire,A944,Major,A939,A97,330000,809270,57.168911,-3.1591879,13,8.08,0,2,15,0,3,0,0,0,0,0,0,0,20
996216,S,2019,2019/3/29,14,3,Scotland,31,Perth & Kinross,B846,Minor,,,285400,749090,56.619606,-3.8691579,,,0,1,53,0,11,2,0,1,0,0,1,4,69
931872,W,2019,2019/9/12,8,3,Scotland,3,Glasgow City,U,Minor,,,256900,670430,55.905637,-4.2906118,,,0,0,297,1,36,0,2,0,0,0,0,2,336
990550,E,2019,2019/5/2,9,3,Scotland,36,Midlothian,B6392,Minor,,,332000,667260,55.893646,-3.0888878,,,1,0,124,7,20,7,0,1,0,0,1,9,160
931898,N,2019,2019/5/15,7,3,Scotland,40,South Ayrshire,U,Minor,,,238582,631590,55.551213,-4.5603806,,,0,0,11,1,2,0,0,0,0,0,0,0,14
990549,E,2019,2019/5/7,13,3,Scotland,30,Falkirk,B816,Minor,,,279918,678672,55.985945,-3.9263424,,,0,0,79,2,26,3,1,0,1,0,0,5,112
931895,W,2019,2019/4/23,12,3,Scotland,28,Renfrewshire,U,Minor,,,241600,665740,55.858747,-4.5323515,,,0,0,52,1,12,0,0,0,0,0,0,0,65
951222,S,2019,2019/3/20,18,3,Scotland,33,Scottish Borders,U,Minor,,,348840,636510,55.619472,-2.8138782,,,0,0,155,0,17,0,0,0,0,0,0,0,172
919153,W,2019,2019/6/6,8,3,Scotland,34,East Lothian,B6355,Minor,,,345969,669000,55.911051,-2.8659054,,,0,1,75,2,6,1,0,2,1,1,0,5,89
941149,S,2019,2019/6/5,8,3,Scotland,3,Glasgow City,U,Minor,,,259236,664117,55.849649,-4.2499956,,,1,0,11,0,0,0,0,0,0,0,0,0,11
967469,N,2019,2019/10/4,17,3,Scotland,32,Fife,U,Minor,,,336040,700000,56.18831,-3.032124,,,0,0,15,0,1,0,0,0,0,0,0,0,16
82083,E,2019,2019/10/1,13,3,Scotland,3,Glasgow City,M8,Major,A8 (West Street),M8,258241,664429,55.852159,-4.2660379,0.5,0.31,0,3,1082,3,284,20,4,0,5,2,6,37,1409
967458,S,2019,2019/10/3,12,3,Scotland,38,Dumfries & Galloway,U,Minor,,,268370,551535,54.841274,-4.0512596,,,0,0,9,1,4,0,0,0,0,0,0,0,14
919054,N,2019,2019/6/21,14,3,Scotland,40,South Ayrshire,B7024,Minor,,,233825,620223,55.447586,-4.6288904,,,3,0,225,2,18,0,0,0,0,0,0,0,245
991233,S,2019,2019/3/21,9,3,Scotland,38,Dumfries & Galloway,C,Minor,,,299827,576306,55.071075,-3.5703045,,,0,2,75,0,13,1,0,0,0,0,0,1,91
931906,N,2019,2019/6/5,11,3,Scotland,29,City of Edinburgh,U,Minor,,,320211,674467,55.956572,-3.2794757,,,1,0,211,8,38,4,2,0,0,0,0,6,263
931870,N,2019,2019/5/20,11,3,Scotland,3,Glasgow City,U,Minor,,,253500,659980,55.810801,-4.3393009,,,0,0,64,4,12,1,0,0,0,0,0,1,81
931853,S,2019,2019/5/22,15,3,Scotland,34,East Lothian,C,Minor,,,369741,672102,55.941008,-2.4859964,,,0,0,2,0,1,0,0,0,0,0,0,0,3
20751,S,2019,2019/5/9,18,3,Scotland,39,East Ayrshire,A76,Major,B743 Loudoun Street,A719,248800,630000,55.540215,-4.3976981,7.7,4.78,0,2,292,2,46,1,0,0,1,4,3,9,351
967560,N,2019,2019/4/26,14,3,Scotland,34,East Lothian,B1349,Minor,,,338842,674178,55.956713,-2.9810731,,,0,0,97,5,17,3,0,0,0,0,0,3,122
979252,N,2019,2019/3/29,15,3,Scotland,38,Dumfries & Galloway,B737,Minor,,,205314,561131,54.906842,-5.0383551,,,0,2,160,1,21,1,0,0,0,0,0,1,185
979276,N,2019,2019/9/23,13,3,Scotland,35,Highland,B9090,Minor,,,286265,851344,57.537882,-3.9014857,,,0,0,66,1,12,1,0,0,1,0,0,2,81
979175,S,2019,2019/9/30,10,3,Scotland,29,City of Edinburgh,U,Minor,,,328892,668434,55.903743,-3.1388827,,,0,0,40,0,6,0,0,0,0,0,0,0,46
931844,E,2019,2019/6/13,7,3,Scotland,43,West Dunbartonshire,U,Minor,,,250390,669860,55.89854,-4.3943308,,,0,1,95,28,30,2,0,0,0,0,0,2,156
80387,W,2019,2019/10/2,9,3,Scotland,35,Highland,A87,Major,B8083,A851,165000,823130,57.238342,-5.8961406,2.5,1.55,1,2,180,5,64,4,2,0,0,0,2,8,259
80237,W,2019,2019/9/13,14,3,Scotland,3,Glasgow City,A74,Major,A763,Fullarton Road roundabout,264449,662386,55.835601,-4.1659318,0.8,0.5,2,0,315,1,82,4,1,2,0,0,4,11,409
41015,E,2019,2019/4/30,8,3,Scotland,29,City of Edinburgh,A6095,Major,A7,A6106,330000,671800,55.934143,-3.1220384,3.1,1.93,3,2,339,17,63,6,1,0,2,0,0,9,430
951256,N,2019,2019/6/17,7,3,Scotland,38,Dumfries & Galloway,U,Minor,,,298176,575697,55.065268,-3.5959312,,,0,0,9,0,0,0,0,0,0,0,0,0,9
30861,W,2019,2019/9/27,17,3,Scotland,45,Aberdeenshire,A93,Major,B968 Charlestown Road,B993,357167,799844,57.087589,-2.7083747,10.9,6.77,1,0,228,0,22,0,0,0,0,0,0,0,250
941144,N,2019,2019/9/20,11,3,Scotland,3,Glasgow City,U,Minor,,,256730,663289,55.841477,-4.2895511,,,3,1,163,0,25,1,1,0,1,0,0,3,192
931890,N,2019,2019/5/17,10,3,Scotland,4,North Lanarkshire,U,Minor,,,270870,661880,55.832819,-4.0632427,,,0,0,22,12,2,0,0,0,0,0,0,0,36
967482,E,2019,2019/6/17,13,3,Scotland,32,Fife,U,Minor,,,328316,699688,56.184406,-3.1564633,,,0,0,16,0,1,0,0,0,0,0,0,0,17
80055,E,2019,2019/9/30,7,3,Scotland,31,Perth & Kinross,A9,Major,A824,B9141,302322,718144,56.345531,-3.5819148,2.6,1.62,0,2,795,13,317,47,13,2,16,57,86,221,1348
982182,N,2019,2019/4/26,17,3,Scotland,35,Highland,U,Minor,,,336100,950300,58.436319,-3.0960959,,,0,0,11,0,1,0,0,0,0,0,0,0,12
900056,S,2019,2019/5/20,12,3,Scotland,37,South Lanarkshire,U,Minor,,,265100,654050,55.760938,-4.1514127,,,0,1,277,0,73,2,1,0,0,0,0,3,354
940395,N,2019,2019/6/13,17,3,Scotland,53,Comhairle nan Eilean Siar,B895,Minor,,,149860,943130,58.305268,-6.2715571,,,0,0,54,1,9,0,0,0,0,0,0,0,64
931917,S,2019,2019/9/9,8,3,Scotland,4,North Lanarkshire,U,Minor,,,272190,665710,55.867561,-4.0439879,,,0,0,272,9,30,2,0,0,0,0,0,2,313
967611,W,2019,2019/6/12,16,3,Scotland,49,East Dunbartonshire,U,Minor,,,261568,670066,55.903735,-4.2158196,,,0,0,186,0,13,1,0,0,0,0,0,1,200
50945,E,2019,2019/9/27,17,3,Scotland,31,Perth & Kinross,A823,Major,A822,A824,290200,713200,56.298477,-3.7758714,6,3.73,0,0,61,0,3,0,0,0,0,0,0,0,64
31023,E,2019,2019/5/9,13,3,Scotland,29,City of Edinburgh,A700,Major,A7,A702,325998,672491,55.93975,-3.1862715,1.7,1.06,14,7,224,4,79,5,0,0,0,0,0,5,319
50805,S,2019,2019/9/20,17,3,Scotland,45,Aberdeenshire,A90,Major,A982,A952,409800,852140,57.55925,-1.8378744,17.6,10.94,0,1,150,0,27,2,2,0,0,0,1,5,183
931909,S,2019,2019/6/12,12,3,Scotland,32,Fife,C,Minor,,,338044,717866,56.349064,-3.0040368,,,0,0,6,0,2,0,0,0,0,0,0,0,8
979064,S,2019,2019/9/9,11,3,Scotland,35,Highland,B9176,Minor,,,264146,873280,57.72866,-4.2829839,,,0,2,47,0,5,2,2,1,0,0,3,8,62
982349,N,2019,2019/5/10,13,3,Scotland,45,Aberdeenshire,C,Minor,,,382017,820001,57.270303,-2.2998256,,,0,0,4,0,0,0,0,0,0,0,0,0,4
1121,W,2019,2019/5/3,17,3,Scotland,35,Highland,A832,Major,A9,B9160,261700,852900,57.545003,-4.3123568,17.7,11,1,0,66,0,10,0,0,0,0,0,1,1,77
80053,S,2019,2019/9/27,10,3,Scotland,31,Perth & Kinross,A9,Major,A823,A824,292780,710918,56.278575,-3.7332746,1.5,0.93,0,5,634,6,147,20,5,11,0,15,50,101,893
990551,W,2019,2019/6/19,13,3,Scotland,50,Clackmannanshire,B913,Minor,,,296378,696875,56.153261,-3.6696995,,,1,0,67,0,14,1,0,0,0,0,0,1,82
80103,W,2019,2019/9/9,17,3,Scotland,34,East Lothian,A1,Major,A199,A198,340000,673600,55.951667,-2.9624009,2.1,1.3,0,5,1138,10,212,13,1,0,0,20,19,53,1418
931914,N,2019,2019/3/25,16,3,Scotland,4,North Lanarkshire,C,Minor,,,272939,680255,55.99836,-4.0388779,,,6,0,6,0,0,0,0,0,0,0,0,0,6
940989,W,2019,2019/9/9,12,3,Scotland,54,Orkney Islands,C,Minor,,,344855,1010550,58.978531,-2.9609702,,,0,0,105,3,6,3,2,0,0,0,0,5,119
990019,E,2019,2019/6/4,18,3,Scotland,31,Perth & Kinross,B9097,Minor,,,311765,697772,56.164415,-3.4223899,,,1,0,56,0,12,0,0,0,0,0,0,0,68
931894,E,2019,2019/9/12,17,3,Scotland,31,Perth & Kinross,U,Minor,,,313040,726580,56.42339,-3.4113726,,,4,1,70,0,10,0,0,0,0,0,0,0,81
21027,S,2019,2019/9/18,11,3,Scotland,3,Glasgow City,A736,Major,B762 Barrhead Road,A761,252100,662400,55.832099,-4.3629369,2.7,1.68,2,0,191,9,32,0,0,0,1,1,0,2,234
996207,S,2019,2019/5/22,10,3,Scotland,37,South Lanarkshire,B7018,Minor,,,282499,641591,55.653592,-3.8689601,,,0,0,47,1,20,0,1,0,0,0,0,1,69
50887,W,2019,2019/9/4,8,3,Scotland,31,Perth & Kinross,A989,Major,A93,A912,311784,723115,56.392037,-3.4305591,1.1,0.68,2,1,433,2,71,9,6,0,1,0,0,16,523
931845,E,2019,2019/5/10,8,3,Scotland,43,West Dunbartonshire,U,Minor,,,240500,675460,55.94563,-4.5556409,,,2,0,95,0,11,0,1,0,0,0,0,1,107
990170,N,2019,2019/10/7,16,3,Scotland,206,East Renfrewshire,B771,Minor,,,249781,659442,55.804828,-4.3982909,,,1,1,435,9,65,1,1,0,1,0,0,3,513
941018,W,2019,2019/6/7,11,3,Scotland,35,Highland,U,Minor,,,266270,844390,57.469995,-4.2313997,,,3,0,25,0,7,0,0,0,0,0,0,0,32
